atc,retention_pred
48.0,0.49495229002899827
45.0,0.5111736874974009
93.0,0.5016616305369958
58.0,0.4955432473459578
36.0,0.4896603058491581
2.0,0.4975451810353471
18.0,0.48063273895909814
49.0,0.5001763535627898
8.0,0.478153389038666
58.0,0.5144672144127118
15.0,0.48726938694158045
17.0,0.49572388612200025
23.0,0.484286694520416
66.0,0.4957847103638224
70.0,0.5114615628382613
93.0,0.4997635587166414
27.0,0.5081986037219689
37.0,0.4976325990628619
49.0,0.5132392513432575
64.0,0.491355617090128
34.0,0.4996070465069375
18.0,0.4939060774656655
64.0,0.513324053603797
74.0,0.5083080733862789
44.0,0.501208788631585
17.0,0.5036607854023268
59.0,0.5020429849757246
13.0,0.5125818829086869
52.0,0.5086243872058659
60.0,0.5061312428567809
42.0,0.49888579713694947
91.0,0.4921033178857318
64.0,0.5045045472382559
66.0,0.5104077898754183
34.0,0.5000825169737705
95.0,0.5085132754582145
71.0,0.5017559212612867
64.0,0.4946438795411275
33.0,0.49692343361771535
12.0,0.49712526372940746
76.0,0.49809347635702567
19.0,0.5064622128705684
9.0,0.4956423417817355
74.0,0.5158407450928345
17.0,0.507005268589842
50.0,0.4975153686460436
39.0,0.4976180814549099
41.0,0.5067663604026524
10.0,0.5006639127233626
12.0,0.48652759963298814
79.0,0.5045509044784611
95.0,0.4928345531269774
15.0,0.5018263329584504
28.0,0.48335464457263483
4.0,0.4941582324021837
36.0,0.49733273953124535
65.0,0.5054709591363975
98.0,0.5117786749973274
47.0,0.49340146396574275
81.0,0.5080747985505871
39.0,0.4993239328817581
38.0,0.49712348710313586
44.0,0.49722297196985676
51.0,0.49560484752598555
97.0,0.5180105404930809
85.0,0.5170030969371676
26.0,0.48565843457846064
36.0,0.5048180486787394
69.0,0.5144701999836595
97.0,0.5107158476215493
1.0,0.4918182084583393
53.0,0.49364019541296783
6.0,0.5073535918422187
37.0,0.4930065013671195
2.0,0.48854388864934717
69.0,0.5011721230372193
90.0,0.5174815855283486
41.0,0.49104692062011024
51.0,0.5056040264321816
47.0,0.49168552089895456
13.0,0.5008162411675074
76.0,0.5062321429947606
69.0,0.5189500669034119
66.0,0.5049733968529195
59.0,0.49453812034909783
68.0,0.5153588831210395
59.0,0.495296180571077
91.0,0.511076950594734
10.0,0.4943727800383018
13.0,0.500655809026363
2.0,0.4940563219545757
90.0,0.5100663908888776
15.0,0.4957568229610604
46.0,0.5117397938741385
57.0,0.5073448754264787
10.0,0.49748979328295695
22.0,0.49348323704705155
89.0,0.5120583829734612
79.0,0.49365355254626136
77.0,0.5021901963386363
8.0,0.4945403186913973
21.0,0.5023484007359519
85.0,0.5060205989307643
22.0,0.49451236836852547
97.0,0.5209276617615317
45.0,0.4984474498383925
91.0,0.5111514387461454
40.0,0.495012090617781
22.0,0.48412875587422327
30.0,0.4966010757411102
62.0,0.49581518053103063
73.0,0.49996309183298854
45.0,0.517712018752468
35.0,0.4941955393126605
82.0,0.5008236470555105
42.0,0.5038180591187981
5.0,0.5050766601050453
27.0,0.49845853557573877
70.0,0.4944688815155984
62.0,0.5115009762191884
32.0,0.5029971320420659
8.0,0.5056331500593246
85.0,0.5005280991655783
18.0,0.49242721839169684
78.0,0.5153970894176141
15.0,0.4957526666943675
26.0,0.48584699828589417
53.0,0.5012984310816855
44.0,0.5016169033907745
32.0,0.49497161189160926
28.0,0.4806608423322736
39.0,0.4837913653006035
32.0,0.4966044286777998
77.0,0.5027200642070164
79.0,0.4963353765581619
18.0,0.5017592209701353
70.0,0.5052826330650433
11.0,0.49258976258888093
32.0,0.4955791046465163
20.0,0.5070849604475859
97.0,0.4966226524144421
40.0,0.5002521812919725
8.0,0.5069366778809369
35.0,0.5016431774995962
69.0,0.49640518038818265
78.0,0.49438262560607754
21.0,0.48933100040115557
24.0,0.5084877182957028
17.0,0.483825852842328
18.0,0.4932956709369263
98.0,0.5039479339916547
12.0,0.48921631865379067
16.0,0.49218584858165676
4.0,0.49879521073905714
89.0,0.5055212408003965
34.0,0.4990664272093144
92.0,0.5041439211545848
46.0,0.5115982124192547
75.0,0.4991277459252627
77.0,0.5025681186521401
31.0,0.49613786646630653
25.0,0.5090736393077684
74.0,0.5077623222126408
24.0,0.49853469904353553
65.0,0.5127393392667263
25.0,0.5032680819419936
28.0,0.49556309477094057
36.0,0.49264828848842246
82.0,0.5041592488824076
6.0,0.4875715341402663
66.0,0.5011243381183035
67.0,0.5123917061969459
72.0,0.5033915598807461
95.0,0.5174008503960676
48.0,0.4949280129513858
83.0,0.4961982623871862
70.0,0.4889876022011406
78.0,0.4971094072585036
67.0,0.49841758927332974
48.0,0.5073468220069007
65.0,0.5123310578962622
44.0,0.48417380587927
94.0,0.5049167107497619
63.0,0.49922874035902504
46.0,0.5090843730883763
19.0,0.4929021565588268
64.0,0.5077068590632232
83.0,0.5124147502444396
73.0,0.510507914093826
71.0,0.5051756621673591
50.0,0.49073865183708315
63.0,0.4932853158646514
41.0,0.500415359063991
7.0,0.49236345471139664
9.0,0.5010151663007963
4.0,0.4976615871788906
89.0,0.5135406924077327
49.0,0.4972340419762306
76.0,0.49798764198827794
6.0,0.5092245049841546
82.0,0.4938659258105009
21.0,0.49984652611974256
15.0,0.5070194829258572
67.0,0.504959238777043
66.0,0.4974396686371491
56.0,0.5016625338130728
68.0,0.5091877634851647
32.0,0.4956157038788559
66.0,0.5060380720646619
29.0,0.4960161597036448
66.0,0.49829704018205756
34.0,0.4988771619441178
27.0,0.5012621557394236
60.0,0.503689093807781
39.0,0.4993360454179321
44.0,0.48855039371784686
82.0,0.5153404212345274
36.0,0.4854432966076489
19.0,0.4926254605914331
91.0,0.5012522408913413
45.0,0.5023171311952245
84.0,0.5154899143098893
21.0,0.4921302082740625
23.0,0.5028956006307087
94.0,0.4994675860692698
89.0,0.5022495200073261
95.0,0.5088068422869196
27.0,0.4906389534839639
98.0,0.5044507889997651
72.0,0.5152817037667612
19.0,0.507589333242962
41.0,0.5036175193677241
26.0,0.5032147813290191
28.0,0.4986482493287732
64.0,0.5153754256095922
68.0,0.5020717048217151
95.0,0.5003512072593386
80.0,0.5060029678500804
51.0,0.509692707624678
74.0,0.5066946715377851
48.0,0.5146978627427736
10.0,0.4881569068160521
73.0,0.4902898091309259
39.0,0.5051395732928712
19.0,0.4996613628272396
64.0,0.5048461373005778
19.0,0.4967614708520773
76.0,0.5032821697254496
62.0,0.5129619855851681
13.0,0.4843460220110711
25.0,0.5068391526822454
89.0,0.5007143573500323
92.0,0.4965619042964625
42.0,0.49196307062002925
39.0,0.5025587052906068
30.0,0.510450590417685
5.0,0.5011095077996857
81.0,0.5074882421911643
18.0,0.4851402760157707
21.0,0.5093898663823109
86.0,0.4989627736398373
50.0,0.487100003796839
6.0,0.4969353611246524
50.0,0.501963594913577
80.0,0.5140243706812919
66.0,0.5075312391818302
1.0,0.4933244582904746
57.0,0.49877352347956955
30.0,0.4970396066486301
58.0,0.511579558772019
52.0,0.5059700780043868
37.0,0.5081189117071198
48.0,0.4877417375987385
87.0,0.5199923853131713
1.0,0.5007796258504201
19.0,0.4955818335909436
46.0,0.49113003053640086
67.0,0.510112187199498
2.0,0.48995899304048
56.0,0.49923016786258956
17.0,0.5018086054896425
92.0,0.501366008350107
82.0,0.504687299191102
97.0,0.5089987269238218
79.0,0.5076114531323037
22.0,0.4931664654508574
27.0,0.48706391955715794
55.0,0.5045074617314328
32.0,0.49100266304219276
60.0,0.502930471350039
83.0,0.4976002079609907
28.0,0.505578154416906
28.0,0.5070832887452714
74.0,0.5024992201845611
84.0,0.5156670340177806
25.0,0.496647837811855
85.0,0.5112249812701108
78.0,0.509842968147514
86.0,0.5033494545508322
26.0,0.5009467057577126
75.0,0.5020843572613819
71.0,0.5031031990051519
17.0,0.5027541063482774
82.0,0.4956820675577038
7.0,0.4935509988305531
56.0,0.5070079290637892
64.0,0.5072345736151158
20.0,0.5064453858893306
38.0,0.5064204425219578
75.0,0.5001404770001772
58.0,0.5137731834897808
16.0,0.4924035718716622
51.0,0.5054962227620904
27.0,0.5001655363497245
51.0,0.4906683500441732
75.0,0.49969578827846645
16.0,0.49155050888669644
87.0,0.5120720468298735
60.0,0.5188347178186632
76.0,0.4894754388502201
40.0,0.4984285511557311
67.0,0.5039251423132194
2.0,0.5093706882188782
48.0,0.5079407524284356
52.0,0.49343015688432534
24.0,0.48041810483726954
93.0,0.5071410047367781
98.0,0.5173084814605009
84.0,0.49733418042786015
82.0,0.4943784102735165
78.0,0.5163274426170308
82.0,0.5088230247957083
2.0,0.5009876369419597
65.0,0.5124042995481844
20.0,0.4993676523108659
34.0,0.5012977688203101
41.0,0.49499733313474115
41.0,0.5146600334091006
75.0,0.4999148701534447
91.0,0.5117261430580348
23.0,0.49246580799972445
38.0,0.5023395770320562
44.0,0.4913732183217441
67.0,0.5039774299252949
62.0,0.49945596797177977
12.0,0.4940821805378353
30.0,0.511903115893245
95.0,0.4970491878517735
87.0,0.5149904850443077
65.0,0.4993647742749126
41.0,0.49752019679842774
20.0,0.5029060250381349
6.0,0.5035512128050278
75.0,0.5041186292861889
4.0,0.49922455392080006
93.0,0.50475231210176
10.0,0.47895639084062613
51.0,0.5149867915687873
93.0,0.5128005614424455
38.0,0.5029132095955301
1.0,0.5029109726849001
8.0,0.48467061492976937
81.0,0.4962100572144553
63.0,0.5089918810427013
33.0,0.48670154546198907
15.0,0.49452374013763456
31.0,0.509276338456776
21.0,0.5025266604982345
3.0,0.4904252742798738
66.0,0.5132711204748664
35.0,0.49667413389844384
41.0,0.5005614909854683
59.0,0.5169179773624784
16.0,0.48097804591870197
56.0,0.5158580297155656
45.0,0.4969285532154044
59.0,0.51310048254484
50.0,0.5019148850906892
85.0,0.5056760304230972
12.0,0.48776470145118594
92.0,0.5046972212806954
12.0,0.508150153815373
33.0,0.505372144053391
84.0,0.491555160719379
49.0,0.49647772410778584
21.0,0.4907231496539526
60.0,0.5076847677550517
52.0,0.5041624333701882
54.0,0.504872076167058
39.0,0.5085873468733497
49.0,0.4992149456329833
64.0,0.5118262783075576
86.0,0.5165557443609119
26.0,0.49460896722134784
71.0,0.5119105285418167
7.0,0.4860399386112559
72.0,0.5143725688889129
62.0,0.5104109206463173
90.0,0.4966303360297912
88.0,0.5019286202864411
24.0,0.49659474674543885
40.0,0.5071414477332711
76.0,0.5033991803858863
47.0,0.5032410785079312
8.0,0.4913894078574567
54.0,0.5162100387064711
9.0,0.48944041993276965
3.0,0.48964196001436094
54.0,0.498007552072038
21.0,0.4985805094694738
95.0,0.4999991355722655
48.0,0.5055149169800714
47.0,0.49308554492551093
88.0,0.513991064775638
68.0,0.5008325039563085
84.0,0.5182771132745365
63.0,0.5142118908226968
16.0,0.5042505090241406
74.0,0.5000704697614531
90.0,0.5057617609659791
93.0,0.5170345668412305
5.0,0.49010745485166435
11.0,0.48603276436534143
29.0,0.4921800379328353
79.0,0.4998074460363624
70.0,0.5180852492648367
48.0,0.4909745848439926
15.0,0.4962799721591422
84.0,0.4931178742132026
34.0,0.4973332224312501
60.0,0.5032677140963353
62.0,0.517932111321193
2.0,0.49287386441462894
80.0,0.5135423969998612
19.0,0.49658653422094595
98.0,0.49290469349782473
49.0,0.505296610312268
78.0,0.5124292221422532
88.0,0.49871793924518976
28.0,0.5034769391556463
48.0,0.5091430866870793
96.0,0.5044442570187638
37.0,0.4844768032057742
74.0,0.5078363731966136
49.0,0.488663154246663
48.0,0.5005966692151561
73.0,0.5084219050601586
88.0,0.5068187627760097
29.0,0.5032026747653044
60.0,0.5131875620270075
29.0,0.49650307729907056
58.0,0.49365253385384067
48.0,0.5018306478753956
23.0,0.5000492265192155
27.0,0.5002540918625994
95.0,0.5061994101053715
7.0,0.4949465300656632
49.0,0.4889779837208587
54.0,0.49738560417180516
68.0,0.49723230014330033
78.0,0.5099207219190767
42.0,0.4980282378110034
74.0,0.5076357180488663
59.0,0.49279590441383153
44.0,0.49549493528429406
98.0,0.5157546184927909
26.0,0.4881562379191041
23.0,0.49648096267322994
73.0,0.502099253007675
8.0,0.5112011687074997
53.0,0.4941630677456082
14.0,0.5026929384337836
71.0,0.5008389396427603
7.0,0.4955435581284631
9.0,0.4909817846547628
3.0,0.5015000076502438
78.0,0.5080835628029556
17.0,0.5029316085917233
44.0,0.48758364856426817
86.0,0.5161407906466625
46.0,0.5020955458929287
90.0,0.5037947785097074
58.0,0.4985856317579839
28.0,0.5043392923582328
14.0,0.5000426151212973
9.0,0.4778117403115899
26.0,0.4992151743725966
2.0,0.494863459715045
75.0,0.50486760059825
81.0,0.5061149467168721
34.0,0.5008999621425436
19.0,0.4913512215111301
39.0,0.4960660478872711
82.0,0.5028036334149775
13.0,0.4846497139006769
5.0,0.49984387677579245
50.0,0.5067058200778337
23.0,0.4917486213506444
88.0,0.49011375902398735
29.0,0.4974615056746188
72.0,0.5073504692324915
26.0,0.4963203844293021
79.0,0.5173696523937511
57.0,0.5028782849715636
1.0,0.48708809684773935
28.0,0.5025491433477504
62.0,0.5030328717164775
47.0,0.5023377925902438
78.0,0.5045457622978828
98.0,0.5201605982445926
59.0,0.509361244927806
31.0,0.5023835050723343
70.0,0.51179834549064
49.0,0.4987116121962246
5.0,0.49889683196597706
31.0,0.5089761695414915
37.0,0.49709661629591106
79.0,0.5070004247157255
15.0,0.4975202478222496
52.0,0.49930250293281747
69.0,0.5127395959311688
92.0,0.5039873755484696
97.0,0.49947268488942775
11.0,0.4980409491209346
43.0,0.5072581683160344
70.0,0.5145265002069335
23.0,0.4953437367173449
40.0,0.5124466306129584
63.0,0.5025564312261899
2.0,0.49042829380267405
79.0,0.504880659885444
87.0,0.5049036675058507
86.0,0.5091781895877604
73.0,0.5038993707224443
47.0,0.4955970874321531
30.0,0.5000415905976692
16.0,0.48503112563575995
59.0,0.5020558246547021
47.0,0.4909653657621341
30.0,0.5023187130682468
9.0,0.4954843410746368
65.0,0.5123472288526127
59.0,0.49902732947040945
64.0,0.5035612923496021
8.0,0.49555239558596836
52.0,0.48746133701493677
18.0,0.5011930015884389
91.0,0.5121448309416926
82.0,0.488990402648655
96.0,0.5148085888209112
58.0,0.49340587125507634
49.0,0.5048103487721074
32.0,0.5085933665152083
48.0,0.5175299515633618
